Destination ID,Country,apiSku,Product SKU,Plan Name,Data Allowanance,Validity Days,VOICE MIN,DATA,SMS,VALIDITY,BaseCost,markup,finalPrice,currency,Note / QR Code Expiry,status
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd3Day,TravelerEUUnltd3Day,Unlimited Europe Data - 3 Days,Unlimited (FUP),3 days,N/A,Unlimited (FUP),N/A,3 days,4.5,4.5,9,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd4Day,TravelerEUUnltd4Day,Unlimited Europe Data - 4 Days,Unlimited (FUP),4 days,N/A,Unlimited (FUP),N/A,4 days,5.1,5.1,10.2,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd5Day,TravelerEUUnltd5Day,Unlimited Europe Data - 5 Days,Unlimited (FUP),5 days,N/A,Unlimited (FUP),N/A,5 days,5.7,5.7,11.4,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd6Day,TravelerEUUnltd6Day,Unlimited Europe Data - 6 Days,Unlimited (FUP),6 days,N/A,Unlimited (FUP),N/A,6 days,6.3,6.3,12.6,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd7Day,TravelerEUUnltd7Day,Unlimited Europe Data - 7 Days,Unlimited (FUP),7 days,N/A,Unlimited (FUP),N/A,7 days,6.9,6.9,13.8,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd8Day,TravelerEUUnltd8Day,Unlimited Europe Data - 8 Days,Unlimited (FUP),8 days,N/A,Unlimited (FUP),N/A,8 days,7.5,7.5,15,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd9Day,TravelerEUUnltd9Day,Unlimited Europe Data - 9 Days,Unlimited (FUP),9 days,N/A,Unlimited (FUP),N/A,9 days,8.1,8.1,16.2,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd10Day,TravelerEUUnltd10Day,Unlimited Europe Data - 10 Days,Unlimited (FUP),10 days,N/A,Unlimited (FUP),N/A,10 days,8.7,8.7,17.4,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd11Day,TravelerEUUnltd11Day,Unlimited Europe Data - 11 Days,Unlimited (FUP),11 days,N/A,Unlimited (FUP),N/A,11 days,9.3,9.3,18.6,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd12Day,TravelerEUUnltd12Day,Unlimited Europe Data - 12 Days,Unlimited (FUP),12 days,N/A,Unlimited (FUP),N/A,12 days,9.9,9.9,19.8,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd13Day,TravelerEUUnltd13Day,Unlimited Europe Data - 13 Days,Unlimited (FUP),13 days,N/A,Unlimited (FUP),N/A,13 days,10.5,10.5,21,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd14Day,TravelerEUUnltd14Day,Unlimited Europe Data - 14 Days,Unlimited (FUP),14 days,N/A,Unlimited (FUP),N/A,14 days,11.1,11.1,22.2,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd15Day,TravelerEUUnltd15Day,Unlimited Europe Data - 15 Days,Unlimited (FUP),15 days,N/A,Unlimited (FUP),N/A,15 days,11.7,11.7,23.4,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd16Day,TravelerEUUnltd16Day,Unlimited Europe Data - 16 Days,Unlimited (FUP),16 days,N/A,Unlimited (FUP),N/A,16 days,12.3,12.3,24.6,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd17Day,TravelerEUUnltd17Day,Unlimited Europe Data - 17 Days,Unlimited (FUP),17 days,N/A,Unlimited (FUP),N/A,17 days,12.9,12.9,25.8,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd18Day,TravelerEUUnltd18Day,Unlimited Europe Data - 18 Days,Unlimited (FUP),18 days,N/A,Unlimited (FUP),N/A,18 days,13.5,13.5,27,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd19Day,TravelerEUUnltd19Day,Unlimited Europe Data - 19 Days,Unlimited (FUP),19 days,N/A,Unlimited (FUP),N/A,19 days,14.1,14.1,28.2,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd20Day,TravelerEUUnltd20Day,Unlimited Europe Data - 20 Days,Unlimited (FUP),20 days,N/A,Unlimited (FUP),N/A,20 days,14.7,14.7,29.4,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd21Day,TravelerEUUnltd21Day,Unlimited Europe Data - 21 Days,Unlimited (FUP),21 days,N/A,Unlimited (FUP),N/A,21 days,15.3,15.3,30.6,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd22Day,TravelerEUUnltd22Day,Unlimited Europe Data - 22 Days,Unlimited (FUP),22 days,N/A,Unlimited (FUP),N/A,22 days,15.9,15.9,31.8,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
,"ANDORRA, AUSTRIA, BELGIUM, BULGARIA, CROATIA, CZECH REPUBLIC, DENMARK (INCLUDING FAROE ISLANDS), ESTONIA, FINLAND (INCLUDING ALAND ISLANDS), FRANCE (MAINLAND, INCLUDING CORSICA), GERMANY, GREECE (MAINLAND, INCLUDING CORFU, CRETE, CYCLADES, RHODES), HUNGARY, ICELAND, IRELAND, ITALY (INCLUDING SARDINIA, SICILY), LATVIA, LIECHTENSTEIN, LITHUANIA, LUXEMBOURG, MALTA (INCLUDING CYPRUS), MONACO, NETHERLANDS, NORWAY, POLAND, PORTUGAL (INCLUDING AZORES, MADEIRA), ROMANIA, SLOVAKIA, SLOVENIA, SPAIN (INCLUDING BALEARIC ISLANDS, CANARY ISLANDS), SWEDEN, SWITZERLAND, UNITED KINGDOM (INCLUDING GIBRALTAR, GUERNSEY, JERSEY, ISLE OF MAN), VATICAN CITY.",TravelerEUUnltd23Day,TravelerEUUnltd23Day,Unlimited Europe Data - 23 Days,Unlimited (FUP),23 days,N/A,Unlimited (FUP),N/A,23 days,16.5,16.5,33,GBP,"Activate upon arrival at your destination. The QR code can only be scanned once. Connect to WiFi before scanning the QR code and follow the prompts to download and install your eSIM. 
QR Code Expiry: 12 months. 
",active
